name,manaCost,types,subtypes,supertypes,power,toughness,text,keywords,colors,rarity,setCode,layout
Run Amok,{1}{R},Instant,,,,,Target attacking creature gets +3/+3 and gains trample until end of turn.,,R,common,TLE,normal
Ruthless Waterbender,{1}{B},Creature,"Human, Soldier, Ally",,1,3,"Waterbend {2}: This creature gets +1/+1 until end of turn. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",Waterbend,B,uncommon,TLE,normal
Saber-Tooth Moose-Lion,{4}{G}{G},Creature,"Elk, Cat",,7,7,"Reach
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)","Reach, Landcycling, Forestcycling, Typecycling, Cycling",G,common,TLA,normal
Sakashima of a Thousand Faces,{3}{U},Creature,"Human, Rogue",Legendary,3,1,"You may have Sakashima enter as a copy of another creature you control, except it has Sakashima's other abilities.
The ""legend rule"" doesn't apply to permanents you control.
Partner (You can have two commanders if both have partner.)",Partner,U,mythic,TLE,normal
Sandbender Scavengers,{W}{B},Creature,"Human, Rogue",,1,1,"Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.
When this creature dies, you may exile it. When you do, return target creature card with mana value less than or equal to this creature's power from your graveyard to the battlefield.",,"W, B",rare,TLA,normal
Sandbenders' Storm,{3}{W},Instant,,,,,"Choose one—
• Destroy target creature with power 4 or greater.
• Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",Earthbend,W,common,TLA,normal
Scarring Memories,{3}{B},Sorcery,Lesson,,,,"You may cast this spell as though it had flash if you control an attacking legendary creature.
Target opponent sacrifices a creature of their choice, discards a card, and loses 3 life.",,B,uncommon,TLE,normal
Scout's Warning,{W},Instant,,,,,"The next creature card you play this turn can be played as though it had flash.
Draw a card.",,W,mythic,TLE,normal
Searing Blood,{R}{R},Instant,,,,,"Searing Blood deals 2 damage to target creature. When that creature dies this turn, Searing Blood deals 3 damage to the creature's controller.",,R,mythic,TLE,normal
Secret of Bloodbending,{U}{U}{U}{U},Sorcery,Lesson,,,,"As an additional cost to cast this spell, you may waterbend {10}.
You control target opponent during their next combat phase. If this spell's additional cost was paid, you control that player during their next turn instead. (You see all cards that player could see and make all decisions for them.)
Exile Secret of Bloodbending.",Waterbend,U,mythic,TLA,normal
Secret Tunnel,,Land,Cave,,,,"This land can't be blocked.
{T}: Add {C}.
{4}, {T}: Two target creatures you control that share a creature type can't be blocked this turn.",,,rare,TLA,normal
Seismic Sense,{G},Sorcery,Lesson,,,,"Look at the top X cards of your library, where X is the number of lands you control. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,G,uncommon,TLA,normal
Seismic Tutelage,{3}{G},Enchantment,Aura,,,,"Enchant creature
When this Aura enters, put a +1/+1 counter on enchanted creature.
Whenever enchanted creature attacks, double the number of +1/+1 counters on it.",Enchant,G,rare,TLE,normal
Serpent of the Pass,{5}{U}{U},Creature,Serpent,,6,5,"If there are three or more Lesson cards in your graveyard, you may cast this spell as though it had flash.
This spell costs {1} less to cast for each noncreature, nonland card in your graveyard.",,U,uncommon,TLA,normal
Serpent's Pass,,Land,,,,,"This land enters tapped.
{T}: Add {U} or {B}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
Shared Roots,{1}{G},Sorcery,Lesson,,,,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",,G,uncommon,TLA,normal
Shattering Spree,{R},Sorcery,,,,,"Replicate {R} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Destroy target artifact.",Replicate,R,mythic,TLE,normal
Sledding Otter-Penguin,{2}{W},Creature,"Otter, Bird",,2,3,{3}: Put a +1/+1 counter on this creature.,,W,common,TLE,normal
"Smellerbee, Rebel Fighter",{3}{R},Creature,"Human, Rebel, Ally",Legendary,3,3,"First strike
Other creatures you control have haste.
Whenever Smellerbee attacks, you may discard your hand. If you do, draw cards equal to the number of attacking creatures.",First strike,R,rare,TLE,normal
Sokka and Suki,{U}{R}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,"Whenever Sokka and Suki or another Ally you control enters, attach up to one target Equipment you control to that creature.
Whenever an Equipment you control enters, create a 1/1 white Ally creature token.",,"W, U, R",rare,TLE,normal
"Sokka, Bold Boomeranger",{U}{R},Creature,"Human, Warrior, Ally",Legendary,1,1,"When Sokka enters, discard up to two cards, then draw that many cards.
Whenever you cast an artifact or Lesson spell, put a +1/+1 counter on Sokka.",,"U, R",rare,TLA,normal
"Sokka, Lateral Strategist",{1}{W/U}{W/U},Creature,"Human, Warrior, Ally",Legendary,2,4,"Vigilance
Whenever Sokka and at least one other creature attack, draw a card.",Vigilance,"W, U",uncommon,TLA,normal
"Sokka, Swordmaster",{2}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,"Vigilance
Equipment spells you cast cost {1} less to cast for each Ally you control.
At the beginning of combat on your turn, attach up to one target Equipment you control to Sokka.",Vigilance,W,mythic,TLE,normal
"Sokka, Tenacious Tactician",{1}{U}{R}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,"Menace, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other Allies you control have menace and prowess.
Whenever you cast a noncreature spell, create a 1/1 white Ally creature token.","Prowess, Menace","W, U, R",rare,TLA,normal
"Sokka, Wolf Cove's Protector",{2}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,Vigilance (Attacking doesn't cause this creature to tap.),Vigilance,W,uncommon,TLE,normal
Sokka's Charge,{3}{W},Enchantment,,,,,"During your turn, Allies you control have double strike and lifelink.",,W,rare,TLE,normal
Sokka's Haiku,{3}{U}{U},Instant,Lesson,,,,"Counter target spell.
Draw a card, then mill three cards.
Untap target land.",Mill,U,uncommon,TLA,normal
Sokka's Sword Training,{1}{W},Instant,Lesson,,,,"Target creature gets +2/+2 until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,W,common,TLE,normal
Sol Ring,{1},Artifact,,,,,{T}: Add {C}{C}.,,,rare,TLE,normal
Sold Out,{3}{B},Instant,,,,,"Exile target creature. If it was dealt damage this turn, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,B,common,TLA,normal
Solid Ground,{3}{G},Enchantment,,,,,"When this enchantment enters, earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
If one or more +1/+1 counters would be put on a permanent you control, that many plus one +1/+1 counters are put on it instead.",Earthbend,G,uncommon,TLE,normal
Solstice Revelations,{2}{R},Instant,Lesson,,,,"Exile cards from the top of your library until you exile a nonland card. You may cast that card without paying its mana cost if the spell's mana value is less than the number of Mountains you control. If you don't cast that card this way, put it into your hand.
Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Flashback,R,uncommon,TLA,normal
South Pole Voyager,{1}{W},Creature,"Human, Scout, Ally",,2,2,"Whenever this creature or another Ally you control enters, you gain 1 life. If this is the second time this ability has resolved this turn, draw a card.",,W,rare,TLA,normal
Southern Air Temple,{3}{W},Enchantment,Shrine,Legendary,,,"When Southern Air Temple enters, put X +1/+1 counters on each creature you control, where X is the number of Shrines you control.
Whenever another Shrine you control enters, put a +1/+1 counter on each creature you control.",,W,uncommon,TLA,normal
Sozin's Comet,{3}{R}{R},Sorcery,,,,,"Each creature you control gains firebending 5 until end of turn. (Whenever it attacks, add {R}{R}{R}{R}{R}. This mana lasts until end of combat.)
Foretell {2}{R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",Foretell,R,mythic,TLA,normal
Sparring Dummy,{1}{G},"Artifact, Creature",Scarecrow,,1,3,"Defender
{T}: Mill a card. You may put a land card milled this way into your hand. You gain 2 life if a Lesson card is milled this way. (To mill a card, put the top card of your library into your graveyard.)","Mill, Defender",G,uncommon,TLA,normal
Spirit Water Revival,{1}{U}{U},Sorcery,,,,,"As an additional cost to cast this spell, you may waterbend {6}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Draw two cards. If this spell's additional cost was paid, instead shuffle your graveyard into your library, draw seven cards, and you have no maximum hand size for the rest of the game.
Exile Spirit Water Revival.",Waterbend,U,rare,TLA,normal
Stand United,{1}{G/W},Instant,,,,,"Target creature gets +2/+2 until end of turn. If it's an Ally, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",Scry,"W, G",common,TLE,normal
Standstill,{1}{U},Enchantment,,,,,"When a player casts a spell, sacrifice this enchantment. If you do, each of that player's opponents draws three cards.",,U,mythic,TLE,normal
Storm of Memories,{2}{R}{R}{R},Sorcery,,,,,"Storm (When you cast this spell, copy it for each spell cast before it this turn.)
Exile an instant or sorcery card with mana value 3 or less from your graveyard at random. You may cast it without paying its mana cost. If that spell would be put into a graveyard, exile it instead.",Storm,R,rare,TLE,normal
"Suki, Courageous Rescuer",{1}{W}{W},Creature,"Human, Warrior, Ally",Legendary,2,4,"Other creatures you control get +1/+0.
Whenever another permanent you control leaves the battlefield during your turn, create a 1/1 white Ally creature token. This ability triggers only once each turn.",,W,rare,TLA,normal
"Suki, Kyoshi Captain",{2}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,"Other Warriors you control get +1/+1.
{3}{W}: Attacking Warriors you control gain double strike until end of turn.",,W,rare,TLE,normal
"Suki, Kyoshi Warrior",{2}{G/W}{G/W},Creature,"Human, Warrior, Ally",Legendary,*,4,"Suki's power is equal to the number of creatures you control.
Whenever Suki attacks, create a 1/1 white Ally creature token that's tapped and attacking.",,"W, G",uncommon,TLA,normal
Sun Warriors,{2}{R}{W},Creature,"Human, Warrior, Ally",,3,5,"Firebending X, where X is the number of creatures you control. (Whenever this creature attacks, add X {R}. This mana lasts until end of combat.)
{5}: Create a 1/1 white Ally creature token.",Firebending,"W, R",uncommon,TLA,normal
Sun-Blessed Peak,,Land,,,,,"This land enters tapped.
{T}: Add {R} or {W}.
{4}, {T}, Sacrifice this land: Draw a card.",,,common,TLA,normal
Sunbaked Canyon,,Land,,,,,"{T}, Pay 1 life: Add {R} or {W}.
{1}, {T}, Sacrifice this land: Draw a card.",,,mythic,TLE,normal
Sundial of the Infinite,{2},Artifact,,,,,"{1}, {T}: End the turn. Activate only during your turn. (Exile all spells and abilities from the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",,,mythic,TLE,normal
Suspicious Bookcase,{2},"Artifact, Creature",Wall,,0,4,"Defender
{3}, {T}: Target creature can't be blocked this turn.",Defender,,uncommon,TLE,normal
Swamp,,Land,Swamp,Basic,,,({T}: Add {B}.),,,common,TLA,normal
Swampbenders,{4}{G}{G},Creature,"Human, Druid, Ally",,*,*,"Swampbenders's power and toughness are each equal to the number of Swamps on the battlefield.
Lands you control are Swamps in addition to their other types.",,G,rare,TLE,normal
Swampsnare Trap,{2}{B},Enchantment,Aura,,,,"This spell costs {1} less to cast if it targets a creature with flying.
Enchant creature
Enchanted creature gets -5/-3.",Enchant,B,common,TLA,normal
Swiftfoot Boots,{2},Artifact,Equipment,,,,"Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,rare,TLE,normal
Tale of Katara and Toph,{2}{G},Enchantment,,,,,"Creatures you control have ""Whenever this creature becomes tapped for the first time during each of your turns, put a +1/+1 counter on it.""",,G,rare,TLE,normal
Tale of Momo,{2}{W},Sorcery,,,,,"This spell costs {2} less to cast if a creature left the battlefield under your control this turn.
Search your library and/or graveyard for an Ally creature card, reveal it, and put it into your hand. If you search your library this way, shuffle.",,W,rare,TLE,normal
Tarnished Citadel,,Land,,,,,"{T}: Add {C}.
{T}: Add one mana of any color. This land deals 3 damage to you.",,,mythic,TLE,normal
Taunting Challenge,{1}{G}{G},Sorcery,,,,,All creatures able to block target creature this turn do so.,,G,mythic,TLE,normal
Team Avatar,{2}{W},Enchantment,,,,,"Whenever a creature you control attacks alone, it gets +X/+X until end of turn, where X is the number of creatures you control.
{2}{W}, Discard this card: It deals damage equal to the number of creatures you control to target creature.",,W,uncommon,TLA,normal
Tectonic Split,{4}{G}{G},Enchantment,,,,,"As an additional cost to cast this spell, sacrifice half the lands you control, rounded up.
Hexproof
Lands you control have ""{T}: Add three mana of any one color.""",Hexproof,G,rare,TLE,normal
Teferi's Protection,{2}{W},Instant,,,,,"Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)
Exile Teferi's Protection.",,W,mythic,TLE,normal
"Teo, Spirited Glider",{3}{U},Creature,"Human, Pilot, Ally",Legendary,1,4,"Flying
Whenever one or more creatures you control with flying attack, draw a card, then discard a card. When you discard a nonland card this way, put a +1/+1 counter on target creature you control.",Flying,U,uncommon,TLA,normal
That's Rough Buddy,{1}{W},Instant,Lesson,,,,"Put a +1/+1 counter on target creature. Put two +1/+1 counters on that creature instead if a creature left the battlefield under your control this turn.
Draw a card.",,W,uncommon,TLE,normal
The Art of Tea,{1}{G},Instant,Lesson,,,,"Put a +1/+1 counter on up to one target creature you control. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",Food,G,common,TLE,normal
The Blue Spirit,{3}{U},Creature,"Human, Rogue, Ally",Legendary,2,4,"You may cast the first creature spell you cast each turn as though it had flash.
Whenever a nontoken creature you control enters during combat, draw a card.",,U,rare,TLE,normal
"The Boulder, Ready to Rumble",{3}{G},Creature,"Human, Warrior, Performer",Legendary,4,4,"Whenever The Boulder attacks, earthbend X, where X is the number of creatures you control with power 4 or greater. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",Earthbend,G,uncommon,TLA,normal
The Cabbage Merchant,{2}{G},Creature,"Human, Citizen",Legendary,2,2,"Whenever an opponent casts a noncreature spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever a creature deals combat damage to you, sacrifice a Food token.
Tap two untapped Foods you control: Add one mana of any color.",Food,G,rare,TLE,normal
The Cave of Two Lovers,{3}{R},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create two 1/1 white Ally creature tokens.
II — Search your library for a Mountain or Cave card, reveal it, put it into your hand, then shuffle.
III — Earthbend 3. (Target land you control becomes a 0/0 creature with haste that's still a land. Put three +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",Earthbend,R,uncommon,TLA,saga
"The Duke, Rebel Sentry",{W},Creature,"Human, Rebel, Ally",Legendary,0,1,"The Duke enters with a +1/+1 counter on him.
{T}, Remove a counter from The Duke: Put a +1/+1 counter on another target creature you control. It gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",,W,uncommon,TLE,normal
The Earth King,{3}{G},Creature,"Human, Noble, Ally",Legendary,2,2,"When The Earth King enters, create a 4/4 green Bear creature token.
Whenever one or more creatures you control with power 4 or greater attack, search your library for up to that many basic land cards, put them onto the battlefield tapped, then shuffle.",,G,rare,TLA,normal
The Fire Nation Drill,{2}{B}{B},Artifact,Vehicle,Legendary,6,3,"Trample
When The Fire Nation Drill enters, you may tap it. When you do, destroy target creature with power 4 or less.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Crew 2","Crew, Trample",B,rare,TLA,normal
The Great Henge,{7}{G}{G},Artifact,,Legendary,,,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.
{T}: Add {G}{G}. You gain 2 life.
Whenever a nontoken creature you control enters, put a +1/+1 counter on it and draw a card.",,G,mythic,TLE,normal
The Last Agni Kai,{1}{R},Instant,,,,,"Target creature you control fights target creature an opponent controls. If the creature the opponent controls is dealt excess damage this way, add that much {R}.
Until end of turn, you don't lose unspent red mana as steps and phases end.",Fight,R,rare,TLA,normal
The Legend of Kuruk // Avatar Kuruk,{2}{U}{U},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter.)
I, II — Scry 2, then draw a card.
III — Exile this Saga, then return it to the battlefield transformed under your control.","Transform, Exhaust, Waterbend, Scry",U,mythic,TLA,transform
The Legend of Kyoshi // Avatar Kyoshi,{4}{G}{G},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Draw cards equal to the greatest power among creatures you control.
II — Earthbend X, where X is the number of cards in your hand. That land becomes an Island in addition to its other types.
III — Exile this Saga, then return it to the battlefield transformed under your control.","Transform, Earthbend",G,mythic,TLA,transform
The Legend of Roku // Avatar Roku,{2}{R}{R},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Exile the top three cards of your library. Until the end of your next turn, you may play those cards.
II — Add one mana of any color.
III — Exile this Saga, then return it to the battlefield transformed under your control.","Transform, Firebending",R,mythic,TLA,transform
The Legend of Yangchen // Avatar Yangchen,{3}{W}{W},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Starting with you, each player chooses up to one permanent with mana value 3 or greater from among permanents your opponents control. Exile those permanents.
II — You may have target opponent draw three cards. If you do, draw three cards.
III — Exile this Saga, then return it to the battlefield transformed under your control.","Flying, Airbend, Transform",W,mythic,TLA,transform
The Lion-Turtle,{1}{G}{U},Creature,"Elder, Cat, Turtle",Legendary,3,6,"Vigilance, reach
When The Lion-Turtle enters, you gain 3 life.
The Lion-Turtle can't attack or block unless there are three or more Lesson cards in your graveyard.
{T}: Add one mana of any color.","Reach, Vigilance","U, G",rare,TLA,normal
"The Mechanist, Aerial Artisan",{2}{U},Creature,"Human, Artificer, Ally",Legendary,1,3,"Whenever you cast a noncreature spell, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{T}: Until end of turn, target artifact token you control becomes a 3/1 Construct artifact creature with flying.",,U,rare,TLA,normal
The Rise of Sozin // Fire Lord Sozin,{4}{B}{B},Enchantment,Saga,,,,"(As this Saga enters and after your draw step, add a lore counter.)
I — Destroy all creatures.
II — Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. Then that player shuffles.
III — Exile this Saga, then return it to the battlefield transformed under your control.","Transform, Firebending, Menace",B,mythic,TLA,transform
The Spirit Oasis,{2}{U},Enchantment,Shrine,Legendary,,,"When The Spirit Oasis enters, draw a card for each Shrine you control.
Whenever another Shrine you control enters, draw a card.",,U,uncommon,TLA,normal
The Terror of Serpent's Pass,{5}{U}{U},Creature,Serpent,Legendary,8,8,Hexproof (This creature can't be the target of spells or abilities your opponents control.),Hexproof,U,rare,TLE,normal
The Unagi of Kyoshi Island,{3}{U}{U},Creature,Serpent,Legendary,5,5,"Flash
Ward—Waterbend {4}. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}. They can tap their artifacts and creatures to help. Each one pays for {1}.)
Whenever an opponent draws their second card each turn, you draw two cards.","Ward, Flash, Waterbend",U,rare,TLA,normal
The Walls of Ba Sing Se,{8},"Artifact, Creature",Wall,Legendary,0,30,"Defender
Other permanents you control have indestructible.",Defender,,mythic,TLA,normal
Three Dreams,{4}{W},Sorcery,,,,,"Search your library for up to three Aura cards with different names, reveal them, put them into your hand, then shuffle.",,W,mythic,TLE,normal
Thriving Bluff,,Land,,,,,"This land enters tapped. As it enters, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.",,,common,TLE,normal
Thriving Grove,,Land,,,,,"This land enters tapped. As it enters, choose a color other than green.
{T}: Add {G} or one mana of the chosen color.",,,common,TLE,normal
Thriving Heath,,Land,,,,,"This land enters tapped. As it enters, choose a color other than white.
{T}: Add {W} or one mana of the chosen color.",,,common,TLE,normal
Thriving Isle,,Land,,,,,"This land enters tapped. As it enters, choose a color other than blue.
{T}: Add {U} or one mana of the chosen color.",,,common,TLE,normal
Thriving Moor,,Land,,,,,"This land enters tapped. As it enters, choose a color other than black.
{T}: Add {B} or one mana of the chosen color.",,,common,TLE,normal
Tiger-Dillo,{1}{R},Creature,"Cat, Armadillo",,4,3,This creature can't attack or block unless you control another creature with power 4 or greater.,,R,uncommon,TLA,normal
Tiger-Seal,{U},Creature,"Cat, Seal",,3,3,"Vigilance
At the beginning of your upkeep, tap this creature.
Whenever you draw your second card each turn, untap this creature.",Vigilance,U,rare,TLA,normal
Tolls of War,{W}{B},Enchantment,,,,,"When this enchantment enters, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you sacrifice a permanent during your turn, create a 1/1 white Ally creature token. This ability triggers only once each turn.",,"W, B",uncommon,TLA,normal
"Toph, Earthbending Master",{3}{G},Creature,"Human, Warrior, Ally",Legendary,2,4,"Landfall — Whenever a land you control enters, you get an experience counter.
Whenever you attack, earthbend X, where X is the number of experience counters you have. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)","Earthbend, Landfall",G,mythic,TLE,normal
"Toph, Greatest Earthbender",{2}{R}{G},Creature,"Human, Warrior, Ally",Legendary,3,3,"When Toph enters, earthbend X, where X is the amount of mana spent to cast her.
Land creatures you control have double strike.",Earthbend,"R, G",rare,TLE,normal
"Toph, Hardheaded Teacher",{2}{R}{G},Creature,"Human, Warrior, Ally",Legendary,3,4,"When Toph enters, you may discard a card. If you do, return target instant or sorcery card from your graveyard to your hand.
Whenever you cast a spell, earthbend 1. If that spell is a Lesson, put an additional +1/+1 counter on that land. (Target land you control becomes a 0/0 creature with haste that's still a land. Put a +1/+1 counter on it. When it dies or is exiled, return it to the battlefield tapped.)",Earthbend,"R, G",rare,TLA,normal
"Toph, the Blind Bandit",{2}{G},Creature,"Human, Warrior, Ally",Legendary,*,3,"When Toph enters, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
Toph's power is equal to the number of +1/+1 counters on lands you control.",Earthbend,G,uncommon,TLA,normal
"Toph, the First Metalbender",{1}{R}{G}{W},Creature,"Human, Warrior, Ally",Legendary,3,3,"Nontoken artifacts you control are lands in addition to their other types. (They don't gain the ability to {T} for mana.)
At the beginning of your end step, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)",Earthbend,"W, R, G",rare,TLA,normal
Toucan-Puffin,{2}{W},Creature,Bird,,2,2,"Flying
When this creature enters, target creature you control gets +2/+0 until end of turn.",Flying,W,common,TLE,normal
Training Grounds,{U},Enchantment,,,,,Activated abilities of creatures you control cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.,,U,mythic,TLE,normal
Treetop Freedom Fighters,{2}{R},Creature,"Human, Rebel, Ally",,2,1,"Haste
When this creature enters, create a 1/1 white Ally creature token.",Haste,R,common,TLA,normal
Treetop Village,,Land,,,,,"This land enters tapped.
{T}: Add {G}.
{1}{G}: This land becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (It can deal excess combat damage to the player or planeswalker it's attacking.)",,,mythic,TLE,normal
True Ancestry,{1}{G},Sorcery,Lesson,,,,"Return up to one target permanent card from your graveyard to your hand.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",,G,uncommon,TLA,normal
Trusty Boomerang,{1},Artifact,Equipment,,,,"Equipped creature has ""{1}, {T}: Tap target creature. Return Trusty Boomerang to its owner's hand.""
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",Equip,,uncommon,TLA,normal
"Tui and La, Moon and Ocean",{3}{U},Creature,"Fish, Spirit",Legendary,3,3,"Whenever Tui and La become tapped, draw a card.
Whenever Tui and La become untapped, put a +1/+1 counter on them.",,U,rare,TLE,normal
Tundra Tank,{2}{B},Artifact,Vehicle,,4,4,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
When this Vehicle enters, target creature you control gains indestructible until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","Crew, Firebending",B,uncommon,TLA,normal
Tundra Wall,{1}{W},Creature,Wall,,0,4,Defender (This creature can't attack.),Defender,W,common,TLE,normal
Turtle-Duck,{G},Creature,"Turtle, Bird",,0,4,"{3}: Until end of turn, this creature has base power 4 and gains trample.",,G,common,TLA,normal
Turtle-Seals,{3}{U},Creature,"Turtle, Seal",,2,4,Vigilance (Attacking doesn't cause this creature to tap.),Vigilance,U,common,TLE,normal
Twin Blades,{2}{R},Artifact,Equipment,,,,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains double strike until end of turn.
Equipped creature gets +1/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","Equip, Flash",R,uncommon,TLA,normal
"Ty Lee, Artful Acrobat",{2}{R},Creature,"Human, Performer",Legendary,3,2,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Ty Lee attacks, you may pay {1}. When you do, target creature can't block this turn.",Prowess,R,uncommon,TLA,normal
"Ty Lee, Chi Blocker",{2}{U},Creature,"Human, Performer, Ally",Legendary,2,1,"Flash
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Ty Lee enters, tap up to one target creature. It doesn't untap during its controller's untap step for as long as you control Ty Lee.","Prowess, Flash",U,rare,TLA,normal
Unagi's Spray,{U},Instant,,,,,"Target creature gets -4/-0 until end of turn. If you control a Fish, Octopus, Otter, Seal, Serpent, or Whale, draw a card.",,U,common,TLE,normal
Uncle Iroh,{1}{R/G}{R/G},Creature,"Human, Noble, Ally",Legendary,4,2,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Lesson spells you cast cost {1} less to cast.",Firebending,"R, G",uncommon,TLA,normal
Uncle's Musings,{2}{G}{G},Sorcery,,,,,"Converge — Return up to X permanent cards from your graveyard to your hand, where X is the number of colors of mana spent to cast this spell.
Exile Uncle's Musings.",Converge,G,rare,TLE,normal
United Front,{X}{W}{W},Sorcery,,,,,"Create X 1/1 white Ally creature tokens, then put a +1/+1 counter on each creature you control.",,W,mythic,TLA,normal
Unlucky Cabbage Merchant,{1}{G},Creature,"Human, Citizen",,2,2,"When this creature enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever you sacrifice a Food, you may search your library for a basic land card and put it onto the battlefield tapped. If you search your library this way, put this creature on the bottom of its owner's library, then shuffle.",Food,G,uncommon,TLA,normal
"Valakut, the Molten Pinnacle",,Land,,,,,"This land enters tapped.
Whenever a Mountain you control enters, if you control at least five other Mountains, you may have this land deal 3 damage to any target.
{T}: Add {R}.",,,mythic,TLE,normal
Valorous Stance,{1}{W},Instant,,,,,"Choose one —
• Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)
• Destroy target creature with toughness 4 or greater.",,W,uncommon,TLE,normal
Vengeful Villagers,{3}{W},Creature,"Human, Citizen",,3,3,"Whenever this creature attacks, choose target creature an opponent controls. Tap it, then you may sacrifice an artifact or creature. If you do, put a stun counter on the chosen creature. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,W,uncommon,TLA,normal
Vindictive Warden,{2}{B/R},Creature,"Human, Soldier",,2,3,"Menace (This creature can't be blocked except by two or more creatures.)
Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
{3}: This creature deals 1 damage to each opponent.","Firebending, Menace","B, R",common,TLA,normal
Visions of Beyond,{U},Instant,,,,,"Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",,U,mythic,TLE,normal
